,text,sentiment
1035,RT @MediaPost: .@Google Trumps @Apple In Streaming Media Sales http://t.co/obPlpnWhXW @mp_gavin,0
1036,iPhone 6 and 6 Plus Shipping Times Improve to 3 to 5 Days for Many Models http://t.co/zEZPVPUWvR #AAPL,0
1037,Here's #Apple's Next Great Business http://t.co/L1IfhyexQA via @sai #aapl,0
1038,Is #Apple The Most Important Stock On Earth? - Apple Inc. #AAPL | Seeking Alpha http://t.co/XFdZNpJN6G,0
1039,aye shoot me a space grey 64gb iPhone 6 right quick @Apple @Verizon,0
1040,RT @dmcgroarty: RT @MetalBanker - Where do #iPhones come from? What's in your @Apple  #RareEarths http://t.co/KuMCbKMREV,0
1041,"#AAPL:DexCom CEO Terry Gregg Explains 50% YTD Stock Leap, Plans for 2015...http://t.co/bPYVaRmQkP",0
1042,#AAPL:Here's Apple's Next Great Business...http://t.co/AJx1WqhOLX,0
1043,Is Apple The Most Important Stock On Earth? http://t.co/gXoZJYZdNy #AAPL,0
1044,THIS 16GB IS GOING TO KILL ME. IM THIS CLOSE TO TAKING A SHIT ON MY PHONE @Iphone @apple,-1
1045,Pathetic @Apple display at @BestBuy: http://t.co/y8IFczGj8o,0
1046,Get 'Techy' with another shout out to @Schoology @GoogleDrive @HuluPlus #iPad @Apple @Google #Chromebook http://t.co/z3X2Jxbevr via @YouTube,0
1047,"But I'm beyond thankful for the help @Apple gave me today. Computer was defective and they replaced it, while I just payed the difference",1
1048,"New HA Blog Post &gt;&gt;&gt; Final #AAPL #PutCallRatios for Wednesday, December 3, 2014:  http://t.co/nHjKfKDd3s",0
1049,"#mkt Final #AAPL #PutCallRatios for Wednesday, December 3, 2014:  http://t.co/megrwaOUzd",0
1051,Shipping Estimates for 27-Inch Retina iMac Improve to 1 to 2 Weeks [Mac Blog] http://t.co/hvY4RUrd5c #AAPL,0
1053,Got new cases. :) @apple @applestore @citycreek #slc #citycreek #apple #applestore #red ... http://t.co/eiT3tsudcu http://t.co/BPaOYLImcR,0
1054,if i fail poli sci because of this fucking laptop i'm suing @apple,-1
1055,Got new cases. :) @apple @applestore @citycreek #slc #citycreek #apple #applestore #red #productred #aids #founda... http://t.co/Zfgt6VPJMz,1
1056,"In world's first #AppleWatch hackathon, apps and challenges emerge http://t.co/3pkiaimuAP via @svbizjournal #aapl",0
1057,Wtf.. My phone is in do not disturb and I'm still getting notifications.. Fix this shit @Applebees @apple,-1
1058,Currently on hold with @Apple in Cupertino to try to set up a Genius Bar appointment in Madrid #dontask,-1
1059,First tweet from my new @apple #iPhone 6 Plus. #newtoy,1
1060,@fcbliam @apple fix this,0
1061,you just did too much you asshole. @apple get your shit together.,-1
1062,So @apple wouldn't fix my phone and claims that I didn't tell them to screen was fucked.,-1
1063,#AAPL:Did Carl Icahn cause a new private equity bubble?...http://t.co/07f6Mv7ZlD,0
1065,@Apple iSchool? http://t.co/qpDxDpX3Qj #education @applenws,0
1066,"@Apple can we always have the setting 'when I use the app' for location for apps, instead of just always and never?",0
1067,@apple y'all should put the apple symbol into the home button on yalls next device,0
1068,"#iPhone6 users complain to @Apple [#Apple] about front. (#Wednesday, 3 #December) http://t.co/PiCjZ3u6us",-1
1069,"#Verr�_cktes #Ger�_cht: #iPhone6s zum @Apple [#Apple] Watch. (#Wednesday, 3 #December) http://t.co/mSMQYRTUTO",0
1070,"How Competition Between Wireless Carriers Benefits Apple, Inc. http://t.co/9wBMngm62w #AAPL",0
1071,JMP raises Apple Inc price target to $150 on 'exceptionally strong' demand for ... http://t.co/SOmV4lx8Ao #AAPL,0
1072,"Final #AAPL #PutCallRatios for Wednesday, December 3, 2014 http://t.co/Lc6B7m7jut",0
1073,New post on my blog: Got new cases. :) @apple @applestore @citycreek #slc #citycreek #apple #applestore #red #pr... http://t.co/S4XRRXR8uq,0
1074,Got new cases. :) @apple @applestore @citycreek #slc #citycreek #apple #applestore #red ... http://t.co/eiT3tsudcu http://t.co/U2w19NhHMU,1
1075,@l0lvivivuvu @sextsatan @Apple And replied... #livingthedream ~ARI,0
1076,Check out our Founder @gernieb views on @Apple &amp; @facebook #EggFreezing benefits for female engineers: https://t.co/vHZ1RcNWru #WomenInTech,0
1077,.@IKEA Channels @Apple in a Hilarious Ad for Its New Catalog #Bookbook via #TIME #IKEA  http://t.co/tPg0iVquc6,0
1078,"Our FDA-cleared, smartphone-connected thermometer is now at @Apple stores! http://t.co/4mKeHdaDjk #holiday http://t.co/J0YH27c37Z",0
1079,RT @Applebees: @l0lvivivuvu @sextsatan @Apple And replied... #livingthedream ~ARI,0
1080,.@google Trumps @Apple In Streaming Media Sales http://t.co/c46Dr8M3gA,-1
1081,Apple Secretly Deleted iPod Owners' Songs Downloaded From Competing Music Services http://t.co/glvCdIKMwG #AAPL,-1
1082,"dear @apple, 

why oh why do I have to baby sit copying files in the POS Finder? it's not like copying files is hard. oh wait, it's you.",-1
1084,@apple please get yourself together! I need my products to work!,-1
1085,"dear @apple,

now it's MY fault that your POS Macbook airquotes PRO does not have fast ports. drop the PRO in the future. #toycomputer",-1
1086,"@apple Hi! A few days ago I purchase 2 ringtones and non of them appear on my phone or purchased, but they appear in my credit card",-1
1087,@zoebread dps developments; welove #AAPL-E and that new #retina screen ohai,0
1088,@APPLE IF YOU DIDNT MAKE SUCH GOOD PRODUCTS I WOULD BOYCOTT YOU FOREVER,1
1089,"As the sun devils were making their 20-2 run on us, my phone called 4 people and hung up on them all on it's own. WTF! #iphoneissues @apple",-1
1090,#Apple admits it deleted songs purchased through competing stores from iPods ... - http://t.co/5YDlxI8TJ5 #AAPL #RealNetworks,-1
1091,@UNLVgirl @Apple gotta switch to that Android life #Galaxy,-1
1092,"LUV @apple #iphone I've had pretty much all the iPhones. #3GS, #4 , #4s , #5c &amp;  #MobilePhone http://t.co/p1mlp2zlyK http://t.co/9MT4uQeXFT",1
1093,"Not happy @Apple have caused this to happen through a #osx system update, still on Mavericks @jetbrains http://t.co/Uyd4qUSZ7Z",-1
1094,@apple @jetbrains It only happened once - perhaps because I had no network? This is and was my setting : http://t.co/LEdx3mI6Sn,0
1095,@Apple is becoming very petty about not allowing certain Apple Dev resources work in Chrome.,-1
1096,@PaulYarns @beatsbydre @BeatsSupport @Apple I agree about apple. Their customer service is based on condescending employees treating,-1
1097,@PaulYarns @beatsbydre @BeatsSupport @Apple customers as a captive audience.,0
1098,#Win a #New @Apple @iPad Mini 3 with an @iTunes Gift Card! http://t.co/5pZl2WA9sv,0
1099,Is there anything more maddening than notifications re-appearing with app upgrade? @Apple,-1
1100,Hey @apple let us get some Star Wars action on iTunes.,0
1101,We need an eye rolling emoji pronto @apple,0
1102,RT @naugtae: We need an eye rolling emoji pronto @apple,0
1103,@Apple your chargers SUCK,-1
1104,more* fuck you @iphone @apple,-1
1105,Aw yeah! monarchywpb sticker to ride with @Rhyot boommovement and @apple http://t.co/RGcHuCS95D,0
1106,#AAPL:Apple Inc. (AAPL) Falls For Week Because Of Monday Morning Drop...http://t.co/ut65KwzukC,-1
1107,Apple Inc. CEO Donates $291K To Pennsylvania School District http://t.co/9gkKgWuASR #AAPL,1
1108,@Apple runs the world..look around you,1
1109,New Questions In #Mobile  #GOOG #GOOGL #AAPL #AMZN #FB #SSNLF http://t.co/dxP3rq4UXd,0
1110,"@Apple patents system that changes the position of an iPhone mid-air
http://t.co/7S343PHPEb #Yay",0
1111,My fix for syncdefaultsd crashing every five minutes and losing preference settings: keep System Preferences open @Apple,-1
1112,#ios8 upgrade creates #cutandpaste problems @apple not impressed. Anyone else ha,-1
1113,"@iTunes @apple my music library wont sync new music etc, iTunes tells me sync completed, nothing new uploaded,how do I fix this? FRUSTRATING",-1
1114,@apple fucking let everyone name the group chats their own things please and thanks,-1
1115,@Apple honestly sucks,-1
1116,.@andrewdmilam @WintekNOC @Apple @netflix @google You get 6ms ping. I get no connection. Thanks @comcast http://t.co/yRPSypXgGi,-1
1117,"@Apple, Yosemite needs a lot more testing. Just hooked machine to Thunderbolt Display and was greeted with this. http://t.co/93qCPkJX9m",-1
1118,Ironic that we're at a PR event (#mp15) talking about companies that don't need more people talking about them (@google @apple @facebook),0
1119,How do I only have 12.7 GB used if my phone is 16 GB? @Apple http://t.co/itSSqNqLIa,-1
1120,@apple make some better chargers fam or make them cheaper cuz rn this ain't getting the job done,-1
1121,Has anyone figured out why @Apple iPhones randomly lose their contacts for a few hours for no reason? #wth,-1
1122,how can my phone die while plugged in wtf @apple,-1
1123,Hey @apple @sprint I'm not a fan of your latest commercial!!,-1
1124,how is 41 degrees nice weather @apple http://t.co/kcGV7iynpw,-1
1125,@Apple accused of deleting songs from #iPods without users' knowledge http://t.co/hujK0yawTO,-1
1126,@pwilke @google @Apple @facebook ughhhh can @uber just see itself out already.,0
1127,@Google Chrome Books OVERTAKE @Apple devices in the Education market! http://t.co/HOSTWl2Udg via @CNET,-1
1128,"#AAPL:New, Far-Reaching Apple Patent Reveals Next iPhone May Demonstrate A C...http://t.co/Ce8dwGBHz0",0
1129,Alabama state representative to name anti-discrimination bill after Tim Cook - http://t.co/bliVMoBUTr #AAPL #Apple #TimCook,0
1130,@apple let me shake the phone to move the apps after double clicking the middle iPhone button please,0
1131,over 1 hour on hold with @apple customer service trying to figure their messup o http://t.co/E5gCvoJTPO,-1
1132,@Apple why isn't there an otter emoji,0
1133,@Apple YH News Apple Patent Could Prevent Cracked iPhones: Apple was awarded a patent for a gravity-defying ha...  http://t.co/hNuWafq0sI,0
1134,Fuck you @apple,-1
1135,RT @Shuevey: Fuck you @apple,-1
1136,Type More Than 100 Words Per Minute With the New NinType Keyboard for iOS http://t.co/uxtAEk64ex #AAPL,0
1137,iPhone chargers can suck my ass @apple #disappointed,-1
1138,"#Russia Could #Ban #Apple Inc. #iPhone For #Lawmakers | @ValueWalk http://t.co/QHgO1Ncbgr #AAPL #tech

For reverse #security reasons",0
1139,Aye forreal tho done w yo bs @Apple,-1
1140,@PatrickPaltrow @Apple between 4 and 8,0
1141,"@Apple, how does the word 'demographic' not have any synonyms attached in your dictionary application #incompetence",-1
1143,Wtf @apple y'all shit be cheap. http://t.co/jeOimq3HNA,-1
1144,#AAPL:Alabama anti-discrimination bill to be named after Apple's Tim Cook...http://t.co/tsfVyXVXeu,0
1145,RT @WeeWiii: Wtf @apple y'all shit be cheap. http://t.co/jeOimq3HNA,-1
1146,"#WIN A #DIGITAL MAKEOVER #GIVEAWAY ! $1000 @APPLE GC,#IPAD #MACBOOK AND MORE ! https://t.co/SInz9Zz4Ql #PIN",0
1147,@Apple need to hurry up and make a middle finger emoji,0
1148,iPhone battery life takes the piss sort it out @apple iphone #iphone #apple http://t.co/6f1QuV2DUt,-1
1149,#AAPL:Bloomberg Law: $1 Billion Antitrust Suit Against Apple (Audio)...http://t.co/GIa1f5wr47,0
1150,"Seriously wtf iPhone. It's been fucking up all day, now it won't let me set my alarm for my 9:30 lecture. Fkn @apple you can pay my tuition",-1
1151,'@JamesLoera: @mariah_reagan true.. Silly iPhone' @apple get your life together,-1
1152,RT @mariah_reagan: '@JamesLoera: @mariah_reagan true.. Silly iPhone' @apple get your life together,-1
1153,@apple u niggas really put this weak ass album n this gay ass artwork on my iPhone? Im bout to go buy my first Galaxy http://t.co/WzJfN9WKMs,-1
1154,Apple Inc. Fails App Store Trademark Appeal http://t.co/B2dCY6BilY #AAPL,-1
1155,@Apple removed songs from iPods without telling customers http://t.co/C29jxFuNcJ,-1
1156,@apple why is it that your iPhone's alarm fails to work sometimes?? I missed 3 bonus points from a class because of this. Sooooo annoyed,-1
1157,Photo: Amazing customer service today @Apple. UTC store. I worked form the store for several hours on... http://t.co/9tLhm3p2z6,1
1158,.@Apple engineer makes printer from #Lego http://t.co/4071tVKZzB #makers http://t.co/nVboA5AD4n,0
1159,I'm so done with this piece of shit phone why doesn't it ever send me notifications when taylor tweets fuck u @apple,-1
1160,"@brycehendersonn o wow @technology @stevejobs #GamerGate  @IGN  @Machinima @gameinformer @Apple #64megaherts 
got me there",0
1161,Amazing customer service today @Apple. UTC store. I worked form the store for several hours on #TBJApodcast while... http://t.co/yNS6oCmO8l,1
1162,Loving the OS update for my Mac! #Yosemite @Apple,1
1163,RT @laur_va: .@Apple engineer makes printer from #Lego http://t.co/4071tVKZzB #makers http://t.co/nVboA5AD4n,0
1164,#AAPL 115.93. Dec1 #MiniFlash #Crash 6.4% in one crazy minute w/ 6.7M shares. $MS downgrade to Market Weight &amp; trim its stock from 4% to 3%,0
1165,where's a freaking gelato emoji when you one? (cc: @apple),-1
1166,"Oh @apple, how many Feedback Assistant messages do I have to send before you do anything about it?",-1
1167,@agiletortoise Once again @apple is inconsistent with app rules to maintain their Plausible Deniability. Sorry to hear that Greg @draftsapp,-1
1168,.@apple has a 40% market share of UK smartphone market - driven by the Iphone 6. Great that over a third of sales were made in Apple stores.,1
1169,#AAPL:Alabama Anti-Discrimination Bill To Be Named After Apple CEO Tim Cook...http://t.co/J6hGjmjBZD,0
1170,"#Verr�_cktes #Ger�_cht: #iPhone6s zum @Apple [#Apple] Watch. (#Thursday, 4 #December) http://t.co/RZQ20daDNt",0
1171,"Apple: quarter 2014Q3 EPS is $1.42. Use it at #free App Donkey Stocks. #AAPL
https://t.co/8CBUgrEHZS",0
1172,I thought this shit was suppose to be gorilla glass @apple,-1
1173,#AAPL:UPDATE 1-Alabama anti-discrimination bill to be named after Apple's Ti...http://t.co/8REaRTeOmU,0
1174,"Your OSX built in @firefox #keylogger had been provided by @apple !!
https://t.co/ULMcDsEcin",0
1175,"RT @_coreDump: Your OSX built in @firefox #keylogger had been provided by @apple !!
https://t.co/ULMcDsEcin",0
1176,Great @apple attachment means we can watch @walkleys awards via @abciview via my @ipad @MikeCarlton01 @frankellyabc http://t.co/lGK2z6pI8F,1
1179,iPhone 6 Plus Makes Up 41% of Large Phone Sales as iPhone 6 Leads iOS Devices [iOS Blog] http://t.co/H2U3zIpG82 #AAPL,0
1180,@DUNS4Apple @sashametro @Apple Your definition of 'easy' is warped. Thanks for the useless corporate speak.,-1
1181,The rise of #Chromecast and the decline of @Apple TV in one chart http://t.co/n6GuPnnC7Y via @qz,0
1182,"11am and 20% battery. Die, @apple",-1
1183,@EE Did that yesterday... again! Told the issue was with @Apple not @EE .This has just added to the worst 3 months of customer service ever!,-1
1184,@stevewoz new @apple patent anti grqvity will reorient phone at 0g when a drop is. Detected to help protect saphire retina screen,0
1185,When is @apple going to stop producing these pieces of shit earphones? Its about time for earphones that dont tangle! http://t.co/qFSHqwc4Zj,-1
1186,@stevewoz @apple this one got by me patent for apple anti gravity phone includes predictive programing. On drops http://t.co/eYM07DIqTY,0
1187,"Starbucks Launches 'Mobile Order &amp; Pay' for iPhone in Portland, National Rollout Coming in 2015 [iOS Blog] http://t.co/vrDXDYCPHa #AAPL",0
1188,#AAPL:'Fast Money' Recap: Which Stocks Are Struggling Despite the Rally?...http://t.co/HMNxXvNAOc,0
1190,"I'm happy now, thnx fags. @apple",1
1191,It's your battery that's dying. And long live Apple that will sell you a new battery for $50 or a new iPhone for $500 @prozacnation_ @apple,0
1192,Here's Apple's Next Great Business (AAPL) http://t.co/Crci4dHH39 #InvestWall #AAPL,1
1193,Alabama anti-discrimination bill to be named after @Apple's @tim_cook via @ReutersBiz http://t.co/w3rgyNEQ6P,0
1194,thank you Mr Smug @apple @traffordcentre who told me I was at fault for lightening cable breaking. Err no just read the forums. #Crapcable,-1
1195,"@wastwater1 l agree with you, they're about as robust as a chocolate fire guard @Apple @traffordcentre",-1
1196,"@Apple [#Apple] #Pay FAQs: #When will Apple Pay launch in the #UK, #is Apple Pay secure .... (#Thursday, 4 #Dece... http://t.co/cur3Pu3n6H",0
